timestamp,user_id,session_id,platform,obfuscated_embedding
2025-11-28T14:20:36.240924,test_user,test_session,test_platform,"[0.1, -0.2, 0.3]"
2025-11-28T14:28:05.755103,demo_user_123,session_20251128_142805,demo_app,"[-0.05403191016635582, 0.05324492540119147, 0.11137260380132162, 0.04156203141541456, 0.0036150624012590837, 0.061591312969799326, 0.02428230601325417, -0.03020034273786701, 0.0013190757856764573, -0.034752612302645425, -0.044890196104088384, -0.015243817495764866, 0.1076667652104688, -0.015374093094323395, 0.019611686392317508, 3.3768618961926844e-05, -0.05386176003337011, -0.04131244959010587, -0.0573670012653284, -0.014917902002844437, 0.053259630942083594, -0.025371795845362796, 0.038264663441803244, -0.06018322179179332, 0.005465238195451867, 0.0026908004776956713, 0.0716014802719214, -0.03529242907999737, 0.01568221211763842, -0.0038690875800885226, 0.02881564028736451, 0.08559316533346811, 0.057104635460495226, -0.031197942614494663, 0.053975345749157765, 0.08159450141777377, 0.018427239699695903, 0.10980719584034274, 0.04741817703128326, 0.06871724829238779, 0.09112895108668763, -0.04830092614813225, 0.1116470395834475, 0.012640755001676347, -0.051589232842787755, 0.07592476772889675, 0.0332088490783568, -0.013913964105626168, 0.07202294672085278, -0.05601079039158245, 0.1006599760869801, -0.05676408013915728, -0.05439568822034348, 0.07339216866395537, 0.055790974334600035, 0.002542728735133136, 0.022141904126143867, -0.019996899340698926, 0.09690475677682746, 0.04882449163116016, 0.0155121431931347, 0.06828601260527392, -0.03560953486314065, 0.061502910714902076, -0.05912428572751148, 0.04930698446317682, 0.03141956789998614, -0.04662783907412034, 0.10865564486533165, 0.005416240628962284, -0.043594684878106055, 0.08525247544003724, -0.014337929547325386, -0.008269087421993802, 0.05046479162856626, -0.025423386679832516, -0.007692997379796708, 0.08699703725589208, 0.09079253977009351, 0.10968483332772024, 0.046721824687336405, 0.10817156642181103, -0.04118953519105295, 0.036564287286389024, -0.010354439683566023, -0.01910741496123665, 0.007612453475716097, -0.037194538958289225, 0.10119368545140983, 0.06234536733843592, 0.062103378888039615, 0.08023410571070555, -0.030496848807540063, -0.0486256664862061, 0.10982884713503975, 0.008173257837047004, -0.02784881747647136, 0.026281006474323413, 0.06658689569498016, 0.015420669721997115, 0.0697597957889173, 0.057975979787113725, 0.0633461365789493, 0.05473881024892603, -0.03183757142969475, -0.01509322749423906, 0.028717481681454438, 0.01074327584121476, 0.022785956198434845, 0.04006295024350746, 0.003676897926589734, 0.10001883739455955, 0.05223083529003747, -0.04307149985575477, 0.10401740199559034, 0.006800061323249552, -0.019413029334018957, -0.028386231522402425, 0.07734365257956585, -0.04213945351309867, 0.10027992605021877, 0.07039516529993048, 0.10956984847938489, -0.052508186330250395, -0.05813605437352802, 0.04801445026569258, -0.04675551088713102, -0.006800737406033465, 0.06787338613411337, 0.027071264283663358, 0.07273327014364314, -0.009495441934286204, -0.015778833112862108, 0.02904299233649593, 0.051750399416388565, 0.07849252054863332, 0.09360582098704148, -0.06222783627937306, -0.0043753890410483595, 0.06641663505239202, 0.010535954544441017, 0.0904346982810541, 0.035586122515491946, 0.006001744996170497, 0.0928028491293213, 0.10665867042283586, -0.06133016811638571, 0.07945314639599627, -0.05034729664321026, 0.06667120715663297, 0.053511812056681936, 0.08317346825752527, -0.00837444567160845, -0.028892655576800055, 0.051624025291550434, 0.11131038223560809, 0.03162060635329014, 0.014872611472601955, 0.06991179211847606, -0.016022506557510682, 0.07895765936449423, -0.057589366309205525, 0.09986880829776411, 0.04622963340759176, 0.05532729167811195, 0.027653846558576226, 0.005792243923910801, -0.005766333386784249, 0.11218696892602947, 0.054260075664215854, 0.06665342798061927, -0.01756067903171899, 0.002768491803470916, -0.04737337293099911, 0.05841534612255083, -0.011496579884519277, -0.051328664346705785, 0.10071540852233916, 0.03096907439197405, -0.05503430844804538, 0.08003793995991151, -0.04000958820044563, 0.04554386357185118, 0.02947382561066237, -0.03477365616934718, -0.0233827463878956, 0.04715971848626506, -0.010134376468197974, 0.02943640888201982, 0.07411171251267078, -0.011364264583582112, -0.03282640645353407, 0.031330567844551856, -0.0101331176138175, 0.0069520132408047546, 0.09209382479339003, -0.035757645220247554, -0.027434830093889175, -0.007183284076673381, -0.01175779164942195, 0.010524096281638813, -0.05411250810671747, 0.0063031504464337446, 0.02286378185535419, 0.0866862101671092, -0.028870300587177697, -0.060470230470849, 0.09016078290519508, 0.06892421396434908, 0.08703904078324678, 0.08752206510107853, 0.09323192736095184, -0.007222966065308228, -0.012930192504774188, 0.046873596380075835, -0.004285670895069281, -0.05125806407841692, 0.028867831000369895, -0.013686172386482384, 0.0340973028171486, 0.04250262429265192, -0.025934582325846868, 0.06858139915239864, -0.03803405588070374, 0.011629798551071662, 0.07172110995561207, 0.000154041682586651, -0.05222804458938479, 0.012668607665738818, 0.07089803533668892, 0.03946475938476408, 0.016024119114312167, 0.06035291842078833, 0.04098797863052638, 0.09487890118128778, -0.0360977138948453, 0.006186908281266858, 0.04513574032883179, 0.07052344256407114, -0.008020710443014806, 0.03866154138322904, -0.04595417681983624, -0.030490560319627415, 0.09503416158245814, 0.09438450489902052, -0.04277275977899843, 0.09999101692490657, 0.07183748788081334, 0.02115599263399336, -0.0567259400372772, 0.06789545630123671, 0.09513141302670558, 0.05426183550921267, 0.08269474790548187, 0.03879271845778747, 0.07908564103232582, 0.10491309122662583, 0.0019930430242968665, 0.0229650856947245, -0.05802553377696648, -0.056883920865194865, 0.0266892371347753, -0.021876416739139523, 0.06131690621747767, 0.08782904889739669, -0.013480143807632627, -0.010673503730986786, 0.05286260342782512, 0.10394833778201633, 0.020475701124164983, 0.06246679844587265, -0.024778610062398676, 0.036829254749524816, 0.07886354397463521, -0.05587272010822189, -0.06229701839923421, -0.024712896235297287, 0.017083891598599646, -0.04904367516543266, 0.10644719754051954, -0.02350986924453912, -0.051113930782675746, 0.08041449179501456, 0.050463436069525316, -0.01596740832885115, -0.016154823573258002, 0.10476170811386086, -0.05766837313276692, 0.03410076732788136, -0.015295381541728437, 0.08618512842716937, -0.024306957185582567, 0.036496752102406466, -0.03510799682102508, -0.05395383433584684, -0.003701526486514499, -0.019240002361068237, -0.0013420225181614773, 0.010756409694883354, 0.10279374772435595, 0.011395436944722007, 0.004692832336401838, 0.06035295520424089, -0.035794810155431796, 0.0036557175002965812, -0.03612425611079295, 0.02725508505236863, 0.004625924402877738, 0.01963572138917253, -0.059184487182921894, 0.04946129806438605, 0.0339145118516564, -0.0579879868716945, -0.02899188240439194, -0.012109040057473625, -0.0480558709376538, 0.0671207401495965, 0.03672928902107826, 0.0006149750266152589, 0.05273731474152811, 0.07841145396898277, -0.018720525396105435, 0.01548594837860266, -0.01769541284765943, -0.0243381336551863, -0.005941002296250296, 0.08626455324270987, -0.01299782382790697, -0.0025576820409733206, -0.026159396816695504, -0.0068697165195258925, 0.09238465581291665, 0.0982665477961087, 0.10621586204912213, 0.10625525404084636, 0.006012038380821091, -0.06114664955709241, 0.019375815424883175, 0.019546809087536577, 0.012287412648855096, 0.10782962993660328, 0.0767680617422811, -0.005057254359801866, 0.08443495641168466, -0.027786198949883052, -0.017352998590386796, 0.029921440515554815, -0.04117373089489683, 0.10718350999527805, -0.04789930679490541, 0.04432997801084321, 0.10403625403687042, 0.025843070870067434, 0.07319877200078838, 0.058254400376078166, 0.017982275222268224, -0.059994543725319746, -0.05483207507776501, -0.008912652075118183, 0.02445189920379078, -0.03301575872569971, 0.05310183759673553, 0.0258830335429182, 0.027190572073513372, 0.07393260438382433, -0.00474739452364983, 0.0845650106974267, -0.05904776715260225, -0.0449229918392824, -0.04538470642885567, -0.024988957652341784, 0.0034199561771943443, 0.10661663508382821, -0.01922967300783799, 0.09095811485259891, -0.04422277963132355, 0.010872198293864658, 0.017410015519011154, -0.017625211473664387, 0.09516273688712508, 0.047750049454848266, 0.06758715583112199, -0.03192072074427288, -0.027926721128393436]"
2025-11-28T14:44:47.403944,test,test,test,"[0.06782848933403939, 0.05122684726255543, 0.03343321923550552, -0.042257681701692223, -0.07125864922447464, 0.08566705977205666, 0.07823699971860541, 0.009768010223654283, -0.0759893984874383, -0.0345246935315316, 0.005015695790588634, -0.04413756992290898, -0.04396204504188615, 0.06921764540033853, -0.05562786016362487, 0.050064728917325524, 0.00516811497796823, -0.047249503014243924, 0.031210572578099848, -0.06168210531114848, -0.024074237291965905, -0.05175251850568006, 0.018725481040685853, 0.009883537339723025, -0.017431264397442747, 0.01825792597376599, -0.03567762962779998, 0.08648265920618609, 0.07074376486539263, 0.05281972998788574, -0.06538765723805517, -0.04385614308177103, -0.017440287837124455, 0.07702513415924961, 0.015301944160333108, 0.016987698959511213, 0.008752822016855417, 0.02301629400835091, -0.07720586630095756, 0.06060610198470133, 0.0312628714949679, 0.0187071854965722, 1.4805524731404708e-06, 0.04672749719307189, -0.06609297794439636, 0.07784704746686306, -0.05481282066984018, -0.026320189745602015, -0.016151497764773544, 0.06525938004771506, 0.04306038029177965, 0.07643272362854032, 0.011443248545294712, -0.030286203781140164, 0.008920927224183422, -0.03671274025988293, 0.05577001277530453, 0.011978853828506093, -0.03637134103382253, 0.08736666512306446, -0.006616770750643755, -0.04163748884634779, -0.035673994555801794, -0.022534291132466588, -0.07225662541453048, 0.01722610416850285, -0.05190382095724924, -0.0452405267580266, -0.0046647602389931365, 0.04316669191826894, 0.07598426657272477, 0.0018369859013837805, -0.01611870672707947, -0.06970232642167382, -0.05462587863171293, -0.013027821820563223, 0.027505811284889096, -0.05242666175232868, 0.05635071044172148, 0.05977352288841583, 0.022487619532164133, 0.08350336115713215, 0.041684081725066394, -0.03545762677174594, 0.03588981879717587, 0.015217029760079418, -0.011624109385265126, 0.06223870295801293, 0.036497979712497686, -0.05507963255681191, -0.05040232447039154, -0.0036105911539086617, -0.007019271244871056, 0.045413269208098225, -0.026035794360255035, -0.0800695796994591, 0.0752827282147005, 0.04723551366342372, 0.07380238799876283, -0.013356431079378991, -0.07281466269328961, -0.03318173314654428, -0.05532820440030253, 0.07164657702633198, 0.08023091425598325, 0.08878151127546575, 0.03948688747059814, 0.04619595779142947, -0.08545454083757931, 0.07953929106093005, -0.006369101652525376, 0.059909198087145295, 0.03439162157867616, -0.07828052020406252, -0.046924896325375054, 0.08121864663410774, 0.09058413860965192, -0.009590459726851042, -0.03330009061796466, -0.021346113880885073, -0.06954128397443994, 0.06566189797837405, 0.03754027567057321, -0.019869505347895874, 0.06921028169152695, 0.044914419169703027, 0.009053558673706222, 0.08739426005728596, -0.01431995040262768, -0.07450052311382573, 0.04510667218063821, -0.035499244434907526, -0.01552152958651467, 0.050205852419431464, 0.01175615767887768, -0.07743149090653476, -0.032736636816945795, 0.0800530954836746, -0.06978008153491139, -0.053192374937686894, 0.05930538309568245, 0.09240571964217885, 0.05328464462249085, -0.010144045175454051, 0.042094329942195786, 0.04274132595445667, -0.03301921521279092, 0.003918211326790332, -0.05163995264321312, -0.011781587147830662, -0.06679813179886607, -0.021151188904955855, 0.07809673245150459, 0.03406185637218669, 0.047166056329511145, -0.08571680642200454, -0.009539722997244503, -0.05035100759062095, 0.03464926406512442, -0.06334318603550271, 0.08125096307062399, 0.09272595215553499, 0.025559296270220636, 0.026321484489805643, 0.05680774602313762, -0.061788058006453234, -0.008135903718472502, 0.05972113109692518, -0.03396924708445848, -0.07889152058308188, 0.01331537292122056, -0.0016864418985385729, 0.017214230201794297, 0.019303349572241342, 0.09019633033966745, 0.0049346412148851704, 0.04721611166250937, -0.04394165038730775, 0.055982854501338, 0.05173456415618716, 0.0013385866705348535, 0.008005692960550074, 0.08742895105316116, 0.03442671433837419, -0.05017903197138503, -0.0386619182114106, -0.020258321707127817, 0.009558456121144605, -0.028459117394227254, -0.06864711049859931, 0.015957100523846787, 0.005124331637767927, 0.04201275807439787, 0.03000724226740391, 0.052919778473012186, -0.08077241677310897, 0.07153666535345629, 0.056675909065326824, 0.0025439746357345167, 0.014083281797201901, -0.011958486195069304, -0.07387283421559514, -0.07863371602812767, -0.059092377497768994, -0.0642401610763044, 0.06928001492903227, -0.01113366980817925, -0.06964972527676616, -0.0631910140649998, 0.056610941199018626, 0.009877743564060763, 0.030540194484861245, -0.018756339960817735, 0.07405162444899313, 0.07966993745638917, 0.06182805694558983, -0.016167717407669615, -0.042500614652529065, 0.06287701596995086, 0.05821876064383232, -0.002626638222869476, 0.07200804049131969, -0.02305377132495453, -0.028627917086916484, 0.04858593908872512, 0.023261885297829004, 0.046948575463196834, 0.018314438606313793, -0.044148679473959444, 0.058013556155477465, -0.05210773963598083, 0.07036920470281868, -0.05438501355755996, -0.03861377193851747, -0.02323833736703002, -0.0012475247952193408, -0.06863033248917842, -0.005274679625883053, -0.08447836161110533, 0.009599164747896568, -0.06404483111926759, 0.009960306440442837, -0.03078982184357472, -0.05480908420704835, -0.006964259421370888, 0.007002758593365246, 0.004665431440900999, 0.02042499176272382, -0.013768421463502822, -0.0560848883439042, -0.05239191817996321, -0.0734765471654767, 0.07900651887875104, -0.06667093321771958, 0.011107588572389896, -0.034438613700549826, -0.04967475213493566, 0.03711930522932782, 0.07270704009085213, 0.06062979854832335, -0.011804716897907375, -0.03964658434369609, 0.07684519806033856, 0.07625406316965405, -0.012967354222721848, 0.09305728890002594, 0.04859253499705927, 0.03845779920264556, 0.023753741883908008, -0.05756736634033548, -0.05502831810872322, -0.0046507962014277135, -0.05627532268214641, -0.05932491872185115, 0.053307347046590084, -0.04630834785638282, -0.049069063823282216, 0.011586198613242137, 0.0013132036418584134, 0.025056817404047943, 0.06451367510384035, 0.09025697887177438, 0.0907438195390233, 0.03845046634608433, -0.06682155774096415, -0.015215472141036277, 0.0019386656860811266, -0.08422824930596014, 0.01392743298229179, 0.052907969155286984, -0.007927404970179918, 0.07392116982193045, -0.07046011699454138, -0.08626228647346139, -0.08358213194878167, -0.01923600258809865, 0.04598970995004251, 0.09117048187488626, -0.036453921175394234, -0.009712764159615821, -0.08206805550213556, 0.007083282583182287, -0.04059352524774568, 0.036527541461893694, -0.01944481652349008, -0.08361550058961864, -0.0020656466259374633, 0.010688265095150546, 0.01265600801960085, -0.025823504306978984, -0.0627979553764028, 0.05615716840198426, 0.059216629599503405, -0.03137217862392588, 0.04683988980721643, 0.03313142079325859, -0.018817092123445487, -0.02739804933759865, -0.07499545338660825, 0.0774551575858677, 0.013901663101691258, 0.08922882046786895, -0.032757062528880936, -0.026992548278150535, 0.08797768929534316, -0.04708799923791409, 0.0038383275498712734, -0.01508499792837701, 0.019435083252910167, -0.0601862861382962, 0.032527908834189684, -0.061265767308516544, 9.62249541802216e-05, -0.019600693580249066, -0.03215161400144287, 0.06910326788284839, 0.06683831371927373, 0.03962556311836779, -0.0655510253900535, -0.03598981012674265, 0.01609359048815176, 0.06052735440535921, 0.004970131286837216, 0.059813028790072234, -0.01206075726718659, 0.055306376828214654, 0.06875500690835609, -0.06293314273898241, 0.08241009442452236, 0.06493996874286781, 0.0536001903598021, -0.04468851811301215, 0.07842573222589054, 0.01374165580914157, -0.03180876009991917, 0.06489114106784064, 0.018518676445515605, 0.09025036841432542, 0.08425455598727745, 0.003162209729966206, 0.027271429163605455, 0.017887980027411564, 0.024641803205493164, -0.07514365859866916, 0.057631362772604416, 0.08703085850649858, 0.02732724005989037, 0.0769127603956553, 0.046722326584147406, 0.056481562141851314, -0.07528982692675851, -0.08317197422110839, 0.05525184500921331, 0.01972512993115893, -0.040474603653190215, -0.026562992945715423, -0.0875728782098699, 0.08372148073530294, 0.010599352805541837, -0.050704696103228364, 0.0031300287733818733, 0.01883052636209123, -0.06383497987166074, -0.008006998933984901]"
2025-11-28T17:54:59.289251,demo_user_123,session_20251128_175459,demo_app,"[-0.014796883748279316, -0.053858283998275275, -0.0626871424101138, -0.05033319186391792, -0.1003449869967982, -0.0348192826111731, 0.05220387513415957, 0.010589660929960724, 0.020065066545225243, -0.0001533900057162016, 0.0062397097944351144, -0.07578933904932018, -0.08638805970289788, -0.06205663628838794, 0.014795893407693838, -0.07962903761964897, 0.07100366768122898, -0.07840922559452417, 0.037688652395255956, -0.07044012443545201, 0.02128250850658579, -0.10237546342482072, 0.05595117712718521, 0.008073414732728705, 0.018403918862960462, -0.05507685817715241, -0.0323386775732881, 0.021083190263391113, -0.013937919937992323, 0.046318091329207875, 0.0031216578141715565, -0.09214034688807572, -0.0307360194971174, -0.0983607835863629, -0.1021016719524604, 0.0695502866950345, 0.030574493407948513, -0.08991925850589931, 0.05104072896773454, 0.01621803393152092, 0.07018716232985865, -0.0802582589373584, -0.07253039126906367, -0.08701030423176054, -0.047466280480927825, -0.05133479978872489, -0.046922251621623945, -0.09887381217856844, 0.034068171171195163, -0.09665665909399722, 0.01505435577490789, -0.04909250574799999, -0.055847679220081256, -0.08846691193208799, -0.031857549125810056, -0.10825226029659737, 0.04374900831854227, 0.0026087483142019224, 0.006463652972311017, -0.0935177849489219, 0.002840328275007166, 0.01619838855797882, -0.043103037790933434, -0.0031657570236529285, -0.054797271540051595, -0.10976385876527955, -0.011802694023847066, 0.01385003252267861, -0.027744040012863905, 0.005295051464220782, -0.0014246944613347974, 0.05244621956718887, -0.057020295453603945, -0.028264492064085718, -0.07804494378192768, -0.004176695735976127, 0.024143817446756487, -0.08870638705224612, 0.01931011764297146, -0.09425286875824371, -0.09779925943902583, 0.04158641624241864, -0.095608279188896, -0.03587938493130814, -0.009095175619754052, -0.09431173433851084, -0.08571009257627668, -0.03431858401725585, -0.08429392843955814, -0.0640801715126162, -0.09802650679027114, 0.02259801213568755, -0.012955892327336144, -0.10854015093587129, -0.05504475161593196, -0.08291468920370476, 0.036095763115085805, -0.012134019542741008, -0.10362131082913528, 0.044863856609768785, 0.013216034955382008, 0.046816928287754134, 0.002390486358474112, -0.09494842311605466, 0.027520215082465115, -0.08448732458473518, 0.027083824069438236, -0.09527281446094721, -0.006115788819532194, -0.06312186254472756, -0.07236526450093922, -0.09713355836164381, -0.0630049178924944, 0.005718149813554958, -0.03284341414695938, -0.07335505431335662, 0.060319925596213214, 0.0013998898324038903, -0.050645472673075606, -0.02066333852046583, 0.022852893408268123, -0.030549190342107603, -0.10691750589002924, -0.031054616015217522, 0.022744812439609807, -0.0033710448583548352, 0.0363125591628804, -0.014718810972027959, -0.030647508631311306, -0.01922929958237905, -0.08012578136423905, 0.0716711022444312, -0.03849307140853481, 0.02258911666628143, -0.03199719713930392, -0.08425331738555607, -0.04454754182870331, -0.08863058403397922, 0.00024019623603517212, -0.0377396469571911, -0.011434646976141204, -0.026545804900623794, 0.06556545065900862, -0.07435641858606477, -0.040674748798098195, 0.029363082283512244, -0.01340230363385277, -0.022326411645661636, -0.031284587907340795, -0.0514207940117514, -0.059440262276561184, -0.032044146138508936, -0.10684478841067452, -0.003130027043913207, -0.08305641424551026, 0.0208800934937686, -0.033888415571458136, 0.07078102941454757, -0.008893546237770635, 0.055044527185136735, -0.10101397748905294, -0.03711155375124454, -0.011511329500875953, -0.046131190782223934, -0.05078592114678576, 0.022355993257573033, 0.030879915145274116, 0.02835505207919241, -0.01110993739657678, -0.05781768174198193, -0.036709471986439965, 0.04170394644706765, -0.04645799804720341, -0.030041858414962014, -0.000978498825308819, -0.07213729609420892, -0.0015045343155946113, -0.033375043245063386, 0.0288944864757304, -0.008215152222541768, 0.04406433521907152, -0.08446230531817363, -0.028026509141728956, -0.01880793696294431, 0.06006164908916299, -0.017099960438272516, 0.01142718741582159, 0.043145513798335644, -0.017012052890032173, 0.017000671653528986, 0.014751470516381041, -0.05538125310098818, -0.10915468910161144, -0.02890576118908457, -0.05847427349794747, -0.08213231126254895, 0.020718127845388883, 0.04536680520659021, -0.0935472594135145, 0.06623038578359525, 0.05849049541190557, -0.005488187425404122, 0.039629416404309795, -0.07040494522179441, 0.02913064450469253, -0.09606579505323701, 0.007981831875304317, -0.0011454030094249223, 0.040218806694850756, -0.05814964842545366, -0.07574255360883078, -0.08523769421300978, 0.04758219153296013, 0.05973465275972284, 0.03852633820065714, 0.050840421409679565, -0.1034733213856043, -0.09836645280439331, 0.0676636928767904, -0.04239117518991217, 0.014095104709943445, -0.08976257457275212, -0.032745806337406154, 0.0394261817050164, -0.040335872528718494, -0.07075722028580239, -0.059075571265725976, -0.043092626666574346, 0.03443967899456496, 0.06500827684320039, 0.04731436675364706, -0.040628978235479285, -0.0820638772295866, -0.101729825413795, 0.0697253712706894, 0.02477990813034921, 0.015964108399670992, -0.026182195723366428, -0.04938066072177436, -0.09443098304301417, 0.007806751475979718, -0.09805111919007581, 0.020589750004575243, -0.005470732907133407, -0.003396209198487231, -0.03040805085614654, 0.03753628337303774, -0.02375394888972175, 0.012624420637667017, -0.08960404632744724, -0.022950908400854005, 0.013765854375474267, 0.0001020757387228885, 0.02497131984725048, -0.026758573481866825, 0.0022211443815707554, -0.0058151167917304784, -0.1012545655234131, -0.07742231119010223, -0.0941730373260785, 0.04881471704731338, -0.062093111821154054, 0.014497172309334474, -0.012485089660107257, -0.09228798209987014, 0.043034659108965284, -0.026873878747570044, -0.05986835909461026, -0.04194697914477527, -0.07383689564633271, -0.03322291088931534, -0.10539735973081354, -0.060312210668493973, 0.023537548415776478, 0.041015017125488176, -0.018850196439727945, -0.008077645245755057, -0.10587163215490944, -0.04212754846687093, -0.031236002550737284, 0.0045486024551544164, 0.06639905965966003, 0.06973918418025203, 0.04431499418657521, 0.06970499806748996, 0.02838757179781327, -0.050952503185530545, -0.1034323293514637, 0.06417298984612248, -0.06507524996714485, -0.08829952613953738, 0.006683033178364488, 0.052693549909641715, 0.03962550288017193, 0.044001810923144286, -0.061258814877427833, -0.060284767420647506, -0.0829820197026228, 0.06289374410048294, -0.07426832723292387, -0.11003930693070843, 0.04566118458433657, -0.08047463951200542, 0.01605741548067374, -0.03039034693641891, 0.04630477418317054, 0.017065505865370773, 0.05478337181887985, -0.06230604118616094, 0.01963763938933404, -0.04481162176760527, -0.003683052017582863, -0.0936754300549061, 0.0076252300388460065, 0.02137175972464893, 0.015623045039309651, 0.006923363864149681, 0.04607304033203549, 0.011355661633461904, -0.07259265712346948, -0.03025002726910058, -0.040209738921117816, -0.06321481034134172, -0.0012680775463336652, -0.0695488312788026, -0.10920766051149994, -0.08993118167482357, -0.051836055026696096, 0.044022207593770776, 0.005774075622448568, -0.018552597684083575, -0.026696403165694656, -0.10723561531271897, 0.03871217747761571, -0.04284392624074478, -0.05007778918577184, -0.05782556143483525, 0.06099007289000177, 0.012663093220853416, 0.011372583557348232, -0.09681332173079263, -0.0005329546623372948, 0.01898322751729654, 0.05171561116672148, -0.05576089239217612, 0.032542093112249565, -0.05576882086618559, 0.022304863386081817, 0.03254538128320798, 0.006907428227364357, -0.06574842505512406, -0.04779324315495713, -0.09481993514540703, -0.07289635175460173, -0.07520306534982546, -0.03571951267600076, 0.015748184976979034, 0.04954857549320067, -0.020168129768763823, 0.027149117461582817, 0.04383394819567356, 0.0413914667542524, 0.01987504665310422, -0.03883376972273932, -0.0599594470507733, -0.05216973798476762, 0.05835596010262077, 0.01948049684044675, -0.007265889000658925, -0.02656266505673967, -0.06846361636203059, -0.08027531983862618, -0.019314048021406505, 0.011753591489249988, 0.04640564503421947, 0.06601668465225222, -0.019952673296976944, 0.031158295352686976, -0.08684936963366473, -0.07310891670598786, -0.03621655712596449, 0.042428968202917264, -0.05034229070778368, 0.003652296810248555]"
2025-11-29T12:28:52.850186,test_user,test_session,test_platform,"[0.1, 0.2, 0.3]"
2025-11-29T12:39:25.398745,test_user,test_session,test_platform,"[0.1, 0.2, 0.3]"
2025-11-29T12:43:50.864511,integration_test_user,integration_test_session,integration_test_platform,"[0.5, -0.3, 0.8, -0.1, 0.9]"
2025-11-29T12:44:34.215171,final_test_user,final_test_session,final_test_platform,"[0.9, -0.7, 0.6, -0.4, 0.5]"
2025-11-29T12:44:49.991912,final_test_user,final_test_session,final_test_platform,"[0.9, -0.7, 0.6, -0.4, 0.5]"
2025-11-29T12:45:20.765935,final_test_user,final_test_session,final_test_platform,"[0.9, -0.7, 0.6, -0.4, 0.5]"
